id,pca1,pca2,k_means
1,1.2578174837560774,0.39549504423959086,0
2,0.9079201485907322,0.5710958812832316,0
3,1.1862020913961255,0.5094310345172569,0
4,1.6669200302460836,0.14154464099519629,1
5,1.6298618267200184,0.6806884670239975,0
6,1.4158721507498635,0.32140872403845633,1
7,0.7275063688108975,0.9019316945272233,0
8,1.1692339445340723,0.5787430624478046,0
9,1.268138398006409,0.6632782818499094,0
10,1.5962513781922074,0.17424648649982014,1
11,0.7972260914214766,0.6365161219068419,0
12,1.0290969810832336,0.6835491279047866,0
13,0.9906316032594804,0.5500419198454102,0
14,1.3961811044722947,0.4991718014764787,1
15,1.3163917200385642,0.6435825173205529,0
16,0.7195376873150712,0.48620617523320525,0
17,0.9851069879688982,0.5619099305241091,0
18,1.7135341349055362,-0.1212501250817129,1
19,1.4263064715891927,0.7505720694527738,0
20,1.1968853061984288,0.2998202888641384,1
21,1.2542751747629994,0.7234109686224571,0
22,1.3174294581085146,0.1256476105549009,1
23,1.1451093767207372,0.8903520592118342,0
24,1.2816153436793596,0.07972103398205263,1
25,1.2224626568418049,0.1413445855509438,1
26,0.9334623926911337,0.45998595282165566,0
27,1.2295769992021839,0.7163339678218591,0
28,0.7058607312464559,0.4196073597571178,0
29,0.9613583840838131,0.6329791905159635,0
30,1.1478650230612109,0.2347402051229919,1
31,1.0370033465280928,0.5129816486311732,0
32,0.745669628512464,0.4142865266691785,0
33,1.3037144203614939,0.6338464345323652,0
34,0.919649079115676,0.5408684370312442,0
35,1.1144908987395237,0.6381246381488443,0
36,1.8327336901270828,-0.20701549647057843,1
37,0.8675828754864114,0.5763980134107538,0
38,1.0918751929836508,0.6503026814708743,0
39,1.2785670423394886,0.872578667991129,0
40,0.9645586415411445,0.5394992661473244,0
41,1.48169673064006,0.3904837443952901,1
42,1.0363258841047505,0.7548906837958741,0
43,1.3540666208198628,0.6238075093258598,0
44,1.0879719161617945,0.9054179725959904,0
45,1.0412263877153862,0.7738050841645109,0
46,1.25963073256499,0.1485346485116627,0
47,1.2909810044041878,0.637747799729775,0
48,1.2227355451570603,0.5954664669658924,0
49,1.4547861111215008,0.5027267190874327,0
50,1.305979459982494,0.7692572839190039,0
51,1.2391401525632433,0.6289558256720049,0
52,1.1186958517483159,0.8399187777503998,0
